Frequency,S11,S21
0.051381138113811384,(0.07785817981-0.1966357678j),(0.07785817981-0.1966357678j)
0.053180318031803175,(-0.03642807156-0.2033931464j),(-0.03642807156-0.2033931464j)
0.05497949794979498,(-0.1369380802-0.1439976841j),(-0.1369380802-0.1439976841j)
0.05677867786778677,(-0.1916337609-0.0372415185j),(-0.1916337609-0.0372415185j)
0.05857785778577857,(-0.1722322106+0.08102019876j),(-0.1722322106+0.08102019876j)
0.06037703770377038,(-0.09276237339+0.1709141284j),(-0.09276237339+0.1709141284j)
0.06217621762176217,(0.02328920364+0.2031138092j),(0.02328920364+0.2031138092j)
0.06397539753975397,(0.1359799355+0.1643514186j),(0.1359799355+0.1643514186j)
0.06577457745774577,(0.2105090767+0.06955248117j),(0.2105090767+0.06955248117j)
0.06757375737573758,(0.2190427333-0.05104168877j),(0.2190427333-0.05104168877j)
0.06937293729372937,(0.1603742242-0.1568092853j),(0.1603742242-0.1568092853j)
0.07117211721172116,(0.05279905349-0.2130963653j),(0.05279905349-0.2130963653j)
0.07297129712971297,(-0.06980191916-0.1995474994j),(-0.06980191916-0.1995474994j)
0.07477047704770476,(-0.1635988653-0.1185678095j),(-0.1635988653-0.1185678095j)
0.07656965696569658,(-0.1967687905-0.0008549757767j),(-0.1967687905-0.0008549757767j)
0.07836883688368836,(-0.1607923508+0.1171123311j),(-0.1607923508+0.1171123311j)
0.08016801680168016,(-0.06317736208+0.1965593845j),(-0.06317736208+0.1965593845j)
0.08196719671967197,(0.05949532241+0.2083527744j),(0.05949532241+0.2083527744j)
0.08376637663766377,(0.1704557687+0.1502128243j),(0.1704557687+0.1502128243j)
0.08556555655565555,(0.231588915+0.04235108569j),(0.231588915+0.04235108569j)
0.08736473647364736,(0.2227968872-0.0816763714j),(0.2227968872-0.0816763714j)
0.08916391639163916,(0.1485580951-0.1805245429j),(0.1485580951-0.1805245429j)
0.09096309630963097,(0.03235333413-0.2234121263j),(0.03235333413-0.2234121263j)
0.09276227622762276,(-0.08770608157-0.1980404109j),(-0.08770608157-0.1980404109j)
0.09456145614561455,(-0.1746182889-0.1094111651j),(-0.1746182889-0.1094111651j)
0.09636063606360636,(-0.1979080141+0.008882897906j),(-0.1979080141+0.008882897906j)
0.09815981598159815,(-0.1532363296+0.1187662184j),(-0.1532363296+0.1187662184j)
0.09995899589958995,(-0.05682356656+0.1882201284j),(-0.05682356656+0.1882201284j)
0.10175817581758176,(0.05801280215+0.1910288483j),(0.05801280215+0.1910288483j)
0.10355735573557355,(0.1537057757+0.1310872883j),(0.1537057757+0.1310872883j)
0.10535653565356534,(0.1997587234+0.03029590845j),(0.1997587234+0.03029590845j)
0.10715571557155715,(0.1821929067-0.07733467966j),(0.1821929067-0.07733467966j)
0.10895489548954895,(0.1054154634-0.1514638513j),(0.1054154634-0.1514638513j)
0.11075407540754076,(0.002660568338-0.1752274185j),(0.002660568338-0.1752274185j)
0.11255325532553254,(-0.09409389645-0.1362896264j),(-0.09409389645-0.1362896264j)
0.11435243524352434,(-0.1520558298-0.04840316251j),(-0.1520558298-0.04840316251j)
0.11615161516151615,(-0.1487019211+0.05820436031j),(-0.1487019211+0.05820436031j)
0.11795079507950795,(-0.08558297157+0.1450103521j),(-0.08558297157+0.1450103521j)
0.11974997499749974,(0.01663308032+0.1820728332j),(0.01663308032+0.1820728332j)
0.12154915491549154,(0.1220699549+0.1557189971j),(0.1220699549+0.1557189971j)
0.12334833483348334,(0.1965405494+0.07580266893j),(0.1965405494+0.07580266893j)
0.12514751475147515,(0.2175786793-0.032224264j),(0.2175786793-0.032224264j)
0.12694669466946695,(0.1769931316-0.1345541328j),(0.1769931316-0.1345541328j)
0.12874587458745876,(0.08730707318-0.200851649j),(0.08730707318-0.200851649j)
0.13054505450545054,(-0.02218573354-0.2098732591j),(-0.02218573354-0.2098732591j)
0.13234423442344234,(-0.1190207973-0.1593573242j),(-0.1190207973-0.1593573242j)
0.13414341434143415,(-0.17309618-0.06754044443j),(-0.17309618-0.06754044443j)
0.13594259425942593,(-0.1723609567+0.03713866696j),(-0.1723609567+0.03713866696j)
0.13774177417741776,(-0.1142049059+0.1205856353j),(-0.1142049059+0.1205856353j)
0.1395409540954095,(-0.02529788204+0.1584441513j),(-0.02529788204+0.1584441513j)
0.14134013401340134,(0.0665967539+0.1403032243j),(0.0665967539+0.1403032243j)
0.14313931393139315,(0.1296789795+0.07774771005j),(0.1296789795+0.07774771005j)
0.14493849384938493,(0.1447845697-0.007478232495j),(0.1447845697-0.007478232495j)
0.14673767376737673,(0.1092974842-0.08297959715j),(0.1092974842-0.08297959715j)
0.14853685368536854,(0.03758737072-0.1240023077j),(0.03758737072-0.1240023077j)
0.15033603360336031,(-0.0440573059-0.1150112227j),(-0.0440573059-0.1150112227j)
0.15213521352135212,(-0.1062812954-0.06024247035j),(-0.1062812954-0.06024247035j)
0.15393439343934393,(-0.1267465502+0.02117276751j),(-0.1267465502+0.02117276751j)
0.1557335733573357,(-0.09705685079+0.100968115j),(-0.09705685079+0.100968115j)
0.15753275327532754,(-0.02746786177+0.1520501822j),(-0.02746786177+0.1520501822j)
0.15933193319331931,(0.05957306549+0.1572466791j),(0.05957306549+0.1572466791j)
0.16113111311131112,(0.1351558417+0.1154828519j),(0.1351558417+0.1154828519j)
0.16293029302930293,(0.1775340885+0.04003381357j),(0.1775340885+0.04003381357j)
